country_txt,provstate,city,nkill
Afghanistan,Badakhshan,Aab Khor,1.0
Afghanistan,Badakhshan,Aab Raghak,0.0
Afghanistan,Badakhshan,Abjin,1.0
Afghanistan,Badakhshan,Angarian,1.0
Afghanistan,Badakhshan,Arghanj Khaw District,33.0
Afghanistan,Badakhshan,Argo District,11.0
Afghanistan,Badakhshan,Aryaan,2.0
Afghanistan,Badakhshan,Aryan,5.0
Afghanistan,Badakhshan,Aspakhah,5.0
Afghanistan,Badakhshan,Aylaq-E Sangi,2.0
Afghanistan,Badakhshan,Bagh-E-Sufi,3.0
Afghanistan,Badakhshan,Baharak District,40.0
Afghanistan,Badakhshan,Baharestan,1.0
Afghanistan,Badakhshan,Band-E Separ,7.0
Afghanistan,Badakhshan,Basand,4.0
Afghanistan,Badakhshan,Batash,0.0
Afghanistan,Badakhshan,Chongai,0.0
Afghanistan,Badakhshan,Dar I Yakh,1.0
Afghanistan,Badakhshan,Dara Khostak,18.0
Afghanistan,Badakhshan,Dara-E Khistak,42.0
Afghanistan,Badakhshan,Darayim District,2.0
Afghanistan,Badakhshan,Darkhan,13.0
Afghanistan,Badakhshan,Darkhar,2.0
Afghanistan,Badakhshan,Darwaz District,60.0
Afghanistan,Badakhshan,Darwazbala District,39.0
Afghanistan,Badakhshan,Dawing,1.0
Afghanistan,Badakhshan,Dawlatabad,4.0
Afghanistan,Badakhshan,Deh Bala,2.0
Afghanistan,Badakhshan,Deh Naw,4.0
Afghanistan,Badakhshan,Depa,3.0
Afghanistan,Badakhshan,Faizabad,43.0
Afghanistan,Badakhshan,Faizabad District,12.0
Afghanistan,Badakhshan,Faqir,7.0
Afghanistan,Badakhshan,Farghamir,0.0
Afghanistan,Badakhshan,Gardana,3.0
Afghanistan,Badakhshan,Gardana Ahmad,4.0
Afghanistan,Badakhshan,Garjak,1.0
Afghanistan,Badakhshan,Ghaib,1.0
Afghanistan,Badakhshan,Ghanio,10.0
Afghanistan,Badakhshan,Howz,0.0
Afghanistan,Badakhshan,Iskan,2.0
Afghanistan,Badakhshan,Jaghtu,0.0
Afghanistan,Badakhshan,Jurm,6.0
Afghanistan,Badakhshan,Jurm District,93.0
Afghanistan,Badakhshan,Keshem,12.0
Afghanistan,Badakhshan,Keshem District,5.0
Afghanistan,Badakhshan,Keshoo,3.0
Afghanistan,Badakhshan,Khanabad District,1.0
Afghanistan,Badakhshan,Khash District,34.0
Afghanistan,Badakhshan,Khastak,5.0
Afghanistan,Badakhshan,Khastik Dara,8.0
Afghanistan,Badakhshan,Kishim,0.0
Afghanistan,Badakhshan,Kohistan District,29.0
Afghanistan,Badakhshan,Kuf Ab District,0.0
Afghanistan,Badakhshan,Kunkad,4.0
Afghanistan,Badakhshan,Kuran Wa Munjan,5.0
Afghanistan,Badakhshan,Kuran Wa Munjan District,41.0
Afghanistan,Badakhshan,Lab Dara,2.0
Afghanistan,Badakhshan,Miliwai Dara,4.0
Afghanistan,Badakhshan,Mughlan,4.0
Afghanistan,Badakhshan,Mulayan,0.0
Afghanistan,Badakhshan,Mushatel,6.0
Afghanistan,Badakhshan,Nasratabad,2.0
Afghanistan,Badakhshan,Naw Abad-E-Danishmandan,1.0
Afghanistan,Badakhshan,Olar,3.0
Afghanistan,Badakhshan,Pateer,1.0
Afghanistan,Badakhshan,Petawak,0.0
Afghanistan,Badakhshan,Pitawak,1.0
Afghanistan,Badakhshan,Pul-E-Khoch,3.0
Afghanistan,Badakhshan,Pul-E-Sangani,6.0
Afghanistan,Badakhshan,Qalfo,0.0
Afghanistan,Badakhshan,Qarat,21.0
Afghanistan,Badakhshan,Qarska,3.0
Afghanistan,Badakhshan,Qarya Mughaib,0.0
Afghanistan,Badakhshan,Raghistan District,30.0
Afghanistan,Badakhshan,Rezakan,4.0
Afghanistan,Badakhshan,Safid Yalor,2.0
Afghanistan,Badakhshan,Sar Jangal,6.0
Afghanistan,Badakhshan,Sar-E Tangi,2.0
Afghanistan,Badakhshan,Sena,0.0
Afghanistan,Badakhshan,Sepak,1.0
Afghanistan,Badakhshan,Shafchan Qaryajat,0.0
Afghanistan,Badakhshan,Shahada District,24.0
Afghanistan,Badakhshan,Shahri Buzurg District,7.0
Afghanistan,Badakhshan,Shaiber,0.0
Afghanistan,Badakhshan,Shapo,2.0
Afghanistan,Badakhshan,Shashpul,1.0
Afghanistan,Badakhshan,Sheghnan,4.0
Afghanistan,Badakhshan,Sheikh Wali,26.0
Afghanistan,Badakhshan,Shewa,14.0
Afghanistan,Badakhshan,Shkashim District,2.0
Afghanistan,Badakhshan,Shorabak,1.0
Afghanistan,Badakhshan,Souch,18.0
Afghanistan,Badakhshan,Spin Gul,2.0
Afghanistan,Badakhshan,Tagab District,54.0
Afghanistan,Badakhshan,Taraqen,4.0
Afghanistan,Badakhshan,Tashkan District,31.0
Afghanistan,Badakhshan,Tasira,6.0
Afghanistan,Badakhshan,Tergaran,22.0
Afghanistan,Badakhshan,Toroq Kalan,1.0
Afghanistan,Badakhshan,Unknown,65.0
Afghanistan,Badakhshan,Walik,8.0
Afghanistan,Badakhshan,Warduj District,180.0
Afghanistan,Badakhshan,Yaftal Sufla District,32.0
Afghanistan,Badakhshan,Yaftal-E-Payan,4.0
Afghanistan,Badakhshan,Yamgan District,45.0
Afghanistan,Badakhshan,Yawan District,0.0
Afghanistan,Badakhshan,Yomul,4.0
Afghanistan,Badakhshan,Zard Khak,1.0
Afghanistan,Badakhshan,Zebak,8.0
Afghanistan,Badakhshan,Zebak District,45.0
Afghanistan,Badakhshan,Zoo,2.0
Afghanistan,Badghis,Aab Kamra,4.0
Afghanistan,Badghis,Ab Kamari District,104.0
Afghanistan,Badghis,Abtauda,17.0
Afghanistan,Badghis,Akazai,70.0
Afghanistan,Badghis,Andarai,4.0
Afghanistan,Badghis,Assyia,12.0
Afghanistan,Badghis,Asyab,3.0
Afghanistan,Badghis,Azar,10.0
Afghanistan,Badghis,Baghak,3.0
Afghanistan,Badghis,Baghbanan,11.0
Afghanistan,Badghis,Baghbanha,2.0
Afghanistan,Badghis,Bai,0.0
Afghanistan,Badghis,Bakhshabad,5.0
Afghanistan,Badghis,Bala Morghab,13.0
Afghanistan,Badghis,Bala Morghab District,6.0
Afghanistan,Badghis,Bala Murghab,34.0
Afghanistan,Badghis,Band Sharan,1.0
Afghanistan,Badghis,Band-I-Sharm,2.0
Afghanistan,Badghis,Barghakzada,2.0
Afghanistan,Badghis,Bozbayha,2.0
Afghanistan,Badghis,Chahlgazi,11.0
Afghanistan,Badghis,Chaproudha,4.0
Afghanistan,Badghis,Chashma-E-Shirin,1.0
Afghanistan,Badghis,Chehel-Gazi,6.0
Afghanistan,Badghis,Chehelgazi,1.0
Afghanistan,Badghis,Cheshma Duzdak,15.0
Afghanistan,Badghis,Cheshma-I-Sherin,4.0
Afghanistan,Badghis,Chihilgazi,2.0
Afghanistan,Badghis,Darae Bum,19.0
Afghanistan,Badghis,Darra-E Taimani,1.0
Afghanistan,Badghis,Darwesh Mohammad Yan,1.0
Afghanistan,Badghis,Darwish,1.0
Afghanistan,Badghis,Darwish Muhammadi,3.0
Afghanistan,Badghis,Dawabi,3.0
Afghanistan,Badghis,Dehestan,5.0
Afghanistan,Badghis,Dozdak,1.0
Afghanistan,Badghis,Fairoza,0.0
Afghanistan,Badghis,Firoozah,1.0
Afghanistan,Badghis,Firozi,0.0
Afghanistan,Badghis,Gandab,7.0
Afghanistan,Badghis,Gandah Ab,2.0
Afghanistan,Badghis,Gaz Qol,3.0
Afghanistan,Badghis,Ghanda Ab,1.0
Afghanistan,Badghis,Gharchaghai,37.0
Afghanistan,Badghis,Gharqach,4.0
Afghanistan,Badghis,Gulchin,7.0
Afghanistan,Badghis,Haft Shahid,12.0
Afghanistan,Badghis,Jafari,6.0
Afghanistan,Badghis,Jawaleq,1.0
Afghanistan,Badghis,Jawand District,62.0
Afghanistan,Badghis,Joi Ganj,4.0
Afghanistan,Badghis,Joi Khawja,0.0
Afghanistan,Badghis,Kabulcha,3.0
Afghanistan,Badghis,Kamengi Oliya,1.0
Afghanistan,Badghis,Kashka,3.0
Afghanistan,Badghis,Kecha,0.0
Afghanistan,Badghis,Khair Khana,28.0
Afghanistan,Badghis,Khalifa Ayaz,6.0
Afghanistan,Badghis,Kharah-E Asyab,15.0
Afghanistan,Badghis,Kharistan,7.0
Afghanistan,Badghis,Khwarestan,3.0
Afghanistan,Badghis,Kokchayal,3.0
Afghanistan,Badghis,Kotal Sabz,13.0
Afghanistan,Badghis,Kotal Sangi,7.0
Afghanistan,Badghis,Kotal Siah,5.0
Afghanistan,Badghis,Kotal-E-Sangi,1.0
Afghanistan,Badghis,Kotal-E-Subzak,12.0
Afghanistan,Badghis,Lakhshak-E-Qarchaghi,2.0
Afghanistan,Badghis,Laman,78.0
Afghanistan,Badghis,Langar,33.0
Afghanistan,Badghis,Ludina,31.0
Afghanistan,Badghis,Maida Qul,36.0
Afghanistan,Badghis,Malmanji,8.0
Afghanistan,Badghis,Marchak,58.0
Afghanistan,Badghis,Mel-E Monje,6.0
Afghanistan,Badghis,Miranzai,8.0
Afghanistan,Badghis,Mirza Ali,2.0
Afghanistan,Badghis,Morghab District,229.0
Afghanistan,Badghis,Morichaq,5.0
Afghanistan,Badghis,Mubarak Shah,5.0
Afghanistan,Badghis,Muqur,3.0
Afghanistan,Badghis,Muqur District,71.0
Afghanistan,Badghis,Murghab,1.0
Afghanistan,Badghis,Murghab District,31.0
Afghanistan,Badghis,Na-Khod-Amodah Village,1.0
Afghanistan,Badghis,Naw Abad,2.0
Afghanistan,Badghis,Olang,1.0
Afghanistan,Badghis,Panirak,1.0
Afghanistan,Badghis,Pir Ghaibi,7.0
Afghanistan,Badghis,Poshta-E-Anttan,4.0
Afghanistan,Badghis,Puli Khumri,0.0
Afghanistan,Badghis,Qades,2.0
Afghanistan,Badghis,Qades District,5.0
Afghanistan,Badghis,Qadis,3.0
Afghanistan,Badghis,Qadis District,167.0
Afghanistan,Badghis,Qal Zardak,1.0
Afghanistan,Badghis,Qala-I-Naw,78.0
Afghanistan,Badghis,Qala-I-Naw District,1.0
Afghanistan,Badghis,Qaraghal,12.0
Afghanistan,Badghis,Qaraghel,7.0
Afghanistan,Badghis,Qarchaghay,2.0
Afghanistan,Badghis,Qarchaghi,7.0
Afghanistan,Badghis,Qarjaghai,29.0
Afghanistan,Badghis,Qarqaj,6.0
Afghanistan,Badghis,Rabat,2.0
Afghanistan,Badghis,Rouji-Ha,1.0
Afghanistan,Badghis,Samad Doz,2.0
Afghanistan,Badghis,Sang Atesh,27.0
Afghanistan,Badghis,Sanjadak,3.0
Afghanistan,Badghis,Sanjidak,2.0
Afghanistan,Badghis,Sanjitak,1.0
Afghanistan,Badghis,Sina Ordo,0.0
Afghanistan,Badghis,Snjidak,1.0
Afghanistan,Badghis,Tagab Rabat,0.0
Afghanistan,Badghis,Tagab-E-Ismail,1.0
Afghanistan,Badghis,Tagob-Esmail,1.0
Afghanistan,Badghis,Tangi Qarchaghi,3.0
Afghanistan,Badghis,Tas Bulaq,18.0
Afghanistan,Badghis,Tash Balaq,1.0
Afghanistan,Badghis,Tegab Esmail,2.0
Afghanistan,Badghis,Tewar,11.0
Afghanistan,Badghis,Unknown,121.0
Afghanistan,Badghis,Zad Ghaibi,5.0
Afghanistan,Baghlan,Afghan Tepa,4.0
Afghanistan,Baghlan,Ahmadzai,0.0
Afghanistan,Baghlan,Alawudin-Mangal,4.0
Afghanistan,Baghlan,Amer Sher Ali,0.0
Afghanistan,Baghlan,Baba Ghalib,3.0
Afghanistan,Baghlan,Baba Nazar,1.0
Afghanistan,Baghlan,Bagal Mast,0.0
Afghanistan,Baghlan,Bagh-E Shamal,26.0
Afghanistan,Baghlan,Baghlan,95.0
Afghanistan,Baghlan,Baghlan District,0.0
Afghanistan,Baghlan,Baghlani Jadid District,276.0
Afghanistan,Baghlan,Bala Dowri,1.0
Afghanistan,Baghlan,Bala Duri,2.0
Afghanistan,Baghlan,Baladori,4.0
Afghanistan,Baghlan,Bano District,1.0
Afghanistan,Baghlan,Bash Allah Dad,4.0
Afghanistan,Baghlan,Borka,3.0
Afghanistan,Baghlan,Burka,4.0
Afghanistan,Baghlan,Burka District,162.0
Afghanistan,Baghlan,Cement,1.0
Afghanistan,Baghlan,Chahar Shanbeh Tepa,47.0
Afghanistan,Baghlan,Cham Qala,2.0
Afghanistan,Baghlan,Charkhab,10.0
Afghanistan,Baghlan,Chashma Sher,111.0
Afghanistan,Baghlan,Chashma-E-Sher,4.0
Afghanistan,Baghlan,Chashma-E-Shir,15.0
Afghanistan,Baghlan,Chehel Kapa,1.0
Afghanistan,Baghlan,Cheshmeh-Ye Shir,10.0
Afghanistan,Baghlan,Chowk-E-Pashtunistan,1.0
Afghanistan,Baghlan,Dahan-E Kuru,4.0
Afghanistan,Baghlan,Dahan-E-Larkhabi,5.0
Afghanistan,Baghlan,Dahana-I-Ghuri,19.0
Afghanistan,Baghlan,Dahana-I-Ghuri District,53.0
Afghanistan,Baghlan,Dand Shahabuddin,20.0
Afghanistan,Baghlan,Dand-E-Ghori,12.0
Afghanistan,Baghlan,Dara-E-Walian,0.0
Afghanistan,Baghlan,Dasht-E Kelagai,2.0
Afghanistan,Baghlan,Dashtak,3.0
Afghanistan,Baghlan,Deh Sala District,2.0
Afghanistan,Baghlan,Dih Salah District,2.0
Afghanistan,Baghlan,Dushi District,31.0
Afghanistan,Baghlan,Fabrika-E Qand,3.0
Afghanistan,Baghlan,Falol,12.0
Afghanistan,Baghlan,Falul,4.0
Afghanistan,Baghlan,Fazo Dara,3.0
Afghanistan,Baghlan,Gadanha,10.0
Afghanistan,Baghlan,Gholan Boy,5.0
Afghanistan,Baghlan,Ghorbandi,0.0
Afghanistan,Baghlan,Ghulam Bai,9.0
Afghanistan,Baghlan,Golmiran,1.0
Afghanistan,Baghlan,Gorgorak,1.0
Afghanistan,Baghlan,Guzargahi Nur District,19.0
Afghanistan,Baghlan,Hadbakhshi,7.0
Afghanistan,Baghlan,Hafiz Bachah,2.0
Afghanistan,Baghlan,Hajda Kotal,2.0
Afghanistan,Baghlan,Hasan Tal,10.0
Afghanistan,Baghlan,Hasantal,5.0
Afghanistan,Baghlan,Hawly,1.0
Afghanistan,Baghlan,Hazhdar Kotal,2.0
Afghanistan,Baghlan,Hussainkhel,16.0
Afghanistan,Baghlan,Jangal Bagh,3.0
Afghanistan,Baghlan,Jangale Bagh,0.0
Afghanistan,Baghlan,Jar Khoshk,9.0
Afghanistan,Baghlan,Jelaw Gir,11.0
Afghanistan,Baghlan,Joy Naw,2.0
Afghanistan,Baghlan,Jungle Bagh,0.0
Afghanistan,Baghlan,Karo,4.0
Afghanistan,Baghlan,Kelagay,0.0
Afghanistan,Baghlan,Keshabad,0.0
Afghanistan,Baghlan,Khalozai,2.0
Afghanistan,Baghlan,Khawja Alwan,9.0
Afghanistan,Baghlan,Khenjan,0.0
Afghanistan,Baghlan,Khinjan,2.0
Afghanistan,Baghlan,Khinjan District,0.0
Afghanistan,Baghlan,Khosh Dara,1.0
Afghanistan,Baghlan,Khoshkak,2.0
Afghanistan,Baghlan,Khost Wa Firing District,4.0
Afghanistan,Baghlan,Khowaja Alwan,1.0
Afghanistan,Baghlan,Khwaja Alwan,6.0
Afghanistan,Baghlan,Khwaja Alwan Dashta,13.0
Afghanistan,Baghlan,Khwaja Hijran District,4.0
Afghanistan,Baghlan,Khwaja Khan,0.0
Afghanistan,Baghlan,Khwaja Zaid,2.0
Afghanistan,Baghlan,Khwajah Khan,1.0
Afghanistan,Baghlan,Kilagai,6.0
Afghanistan,Baghlan,Kilagi,2.0
Afghanistan,Baghlan,Kiligai,7.0
Afghanistan,Baghlan,Kog Chinar,5.0
Afghanistan,Baghlan,Kohna,1.0
Afghanistan,Baghlan,Kotal-E-Hafiz,2.0
Afghanistan,Baghlan,Kotal-E-Morgh,1.0
Afghanistan,Baghlan,Kotal-E-Murgh,3.0
Afghanistan,Baghlan,Kuk Chinar,4.0
Afghanistan,Baghlan,Logari,0.0
Afghanistan,Baghlan,Mangal,10.0
Afghanistan,Baghlan,Markazai Baghlan District,0.0
Afghanistan,Baghlan,Masjid Qadim,1.0
Afghanistan,Baghlan,Moghol,1.0
Afghanistan,Baghlan,Nahrin,7.0
Afghanistan,Baghlan,Nahrin District,70.0
Afghanistan,Baghlan,Nawrozak,9.0
Afghanistan,Baghlan,Niazullah,2.0
Afghanistan,Baghlan,Panj Shiri,1.0
Afghanistan,Baghlan,Pul-E-Hashim Khan,2.0
Afghanistan,Baghlan,Puli Hisar,0.0
Afghanistan,Baghlan,Puli Hisar District,6.0
Afghanistan,Baghlan,Puli Khumri,207.0
Afghanistan,Baghlan,Puli Khumri District,34.0
Afghanistan,Baghlan,Qaracha,5.0
Afghanistan,Baghlan,Qarghan,6.0
Afghanistan,Baghlan,Qaysar Khel,26.0
Afghanistan,Baghlan,Salang,4.0
Afghanistan,Baghlan,Sang Surakh,1.0
Afghanistan,Baghlan,Sangsolakh,0.0
Afghanistan,Baghlan,Sayad,4.0
Afghanistan,Baghlan,Sayilan,0.0
Afghanistan,Baghlan,Shahabuddin,36.0
Afghanistan,Baghlan,Shahi Khel,2.0
Afghanistan,Baghlan,Shakhri Kokhna,5.0
Afghanistan,Baghlan,Shamarq,1.0
Afghanistan,Baghlan,Shar-E Now,0.0
Afghanistan,Baghlan,Shotor Jangal,0.0
Afghanistan,Baghlan,Surkh Kotal,18.0
Afghanistan,Baghlan,Tajikano,1.0
Afghanistan,Baghlan,Tala Bepak,0.0
Afghanistan,Baghlan,Tala Wa Barfak District,29.0
Afghanistan,Baghlan,Tangi Murch,2.0
Afghanistan,Baghlan,Tara Khel,0.0
Afghanistan,Baghlan,Tawah Shakh,4.0
Afghanistan,Baghlan,Totakhil,1.0
Afghanistan,Baghlan,Tuli,7.0
Afghanistan,Baghlan,Tuly,11.0
Afghanistan,Baghlan,Unknown,59.0
Afghanistan,Baghlan,Wado,4.0
Afghanistan,Baghlan,Wazirabad,15.0
Afghanistan,Balkh,Abdul Rahim,2.0
Afghanistan,Balkh,Abwataw,1.0
Afghanistan,Balkh,Alam Khel,2.0
Afghanistan,Balkh,Alam Khil,21.0
Afghanistan,Balkh,Alamkhel,2.0
Afghanistan,Balkh,Alamkhil,4.0
Afghanistan,Balkh,Aliabad,4.0
Afghanistan,Balkh,Aq Kakrak,0.0
Afghanistan,Balkh,Arabmazari,0.0
Afghanistan,Balkh,Ariq Bator,5.0
Afghanistan,Balkh,Arzankar,1.0
Afghanistan,Balkh,Asia Khan,6.0
Afghanistan,Balkh,Asiab Gorg,4.0
Afghanistan,Balkh,Asiab Khan,1.0
Afghanistan,Balkh,Baba Yosuf,4.0
Afghanistan,Balkh,Bagh Awraq,3.0
Afghanistan,Balkh,Bai Temur,3.0
Afghanistan,Balkh,Balkh,8.0
Afghanistan,Balkh,Balkh District,45.0
Afghanistan,Balkh,Balo,0.0
Afghanistan,Balkh,Baloch,1.0
Afghanistan,Balkh,Bandi Chep,1.0
Afghanistan,Balkh,Bangala,3.0
Afghanistan,Balkh,Banguliyah,2.0
Afghanistan,Balkh,Baramzid,9.0
Afghanistan,Balkh,Barbar Qala,12.0
Afghanistan,Balkh,Bargah-E-Turkmentia,0.0
Afghanistan,Balkh,Bedo,15.0
Afghanistan,Balkh,Bodana Qala,11.0
Afghanistan,Balkh,Buzboi,18.0
Afghanistan,Balkh,Chahar Bagh Gulshan,2.0
Afghanistan,Balkh,Chahar Bolak,6.0
Afghanistan,Balkh,Chahar Bolak District,92.0
Afghanistan,Balkh,Chahar Kint District,3.0
Afghanistan,Balkh,Chahi,0.0
Afghanistan,Balkh,Chamtal District,1.0
Afghanistan,Balkh,Chashma-I-Shafa,1.0
Afghanistan,Balkh,Chehla Tao Area,4.0
Afghanistan,Balkh,Chemtal,2.0
Afghanistan,Balkh,Chimtal District,95.0
Afghanistan,Balkh,Chimtal-E-Markazi,1.0
Afghanistan,Balkh,Dahshatan,0.0
Afghanistan,Balkh,Dalan,11.0
Afghanistan,Balkh,Dawlatabad,22.0
Afghanistan,Balkh,Dawlatabad District,91.0
Afghanistan,Balkh,Deh Naw,1.0
Afghanistan,Balkh,Dehdadi District,10.0
Afghanistan,Balkh,Golaee Khasa,2.0
Afghanistan,Balkh,Goldan,9.0
Afghanistan,Balkh,Gortipa,3.0
Afghanistan,Balkh,Hairatan,4.0
Afghanistan,Balkh,Haji Nadir,13.0
Afghanistan,Balkh,Harab-E-Mazari,8.0
Afghanistan,Balkh,Hayatah,6.0
Afghanistan,Balkh,Hayatan,4.0
Afghanistan,Balkh,Hazrat Bai,13.0
Afghanistan,Balkh,Hewad Palacepush,4.0
Afghanistan,Balkh,Jaar Qala,1.0
Afghanistan,Balkh,Jar Qala,0.0
Afghanistan,Balkh,Jar-E-Khoshk,2.0
Afghanistan,Balkh,Jer Qala,7.0
Afghanistan,Balkh,Joy Bahs,2.0
Afghanistan,Balkh,Kalan Qala,6.0
Afghanistan,Balkh,Kaldar,2.0
Afghanistan,Balkh,Kaldar District,2.0
Afghanistan,Balkh,Kampirak,1.0
Afghanistan,Balkh,Kanguri,1.0
Afghanistan,Balkh,Kata Khil,1.0
Afghanistan,Balkh,Khairabad,6.0
Afghanistan,Balkh,Kham Abad,1.0
Afghanistan,Balkh,Khanabad,4.0
Afghanistan,Balkh,Khawaja Etoop,2.0
Afghanistan,Balkh,Khili Guli,7.0
Afghanistan,Balkh,Kholm,3.0
Afghanistan,Balkh,Kholm District,1.0
Afghanistan,Balkh,Khulm District,2.0
Afghanistan,Balkh,Khwaja Sikandar,4.0
Afghanistan,Balkh,Khwajah Baran,2.0
Afghanistan,Balkh,Kishindih District,12.0
Afghanistan,Balkh,Koh-I Kanda,4.0
Afghanistan,Balkh,Konjak,1.0
Afghanistan,Balkh,Labak,10.0
Afghanistan,Balkh,Lalmi,3.0
Afghanistan,Balkh,Lashkar Qaq,1.0
Afghanistan,Balkh,Machin-E Nigari,1.0
Afghanistan,Balkh,Madrasa,2.0
Afghanistan,Balkh,Mahdodkhel,3.0
Afghanistan,Balkh,Maidan Hawai,9.0
Afghanistan,Balkh,Margin Tepa,1.0
Afghanistan,Balkh,Marmul District,0.0
Afghanistan,Balkh,Marsurakh,5.0
Afghanistan,Balkh,Mazari Sharif,376.0
Afghanistan,Balkh,Mazari Sharif District,1.0
Afghanistan,Balkh,Mirzai,8.0
Afghanistan,Balkh,Nahr Shahi,4.0
Afghanistan,Balkh,Nahri Shahi District,2.0
Afghanistan,Balkh,Nahri Surkh,8.0
Afghanistan,Balkh,Naw Shahr-E-Baluch,0.0
Afghanistan,Balkh,Omaki,3.0
Afghanistan,Balkh,Palaposh,1.0
Afghanistan,Balkh,Palaspush,8.0
Afghanistan,Balkh,Parabarat,5.0
Afghanistan,Balkh,Pay Mashhad,3.0
Afghanistan,Balkh,Pyazkarha,10.0
Afghanistan,Balkh,Qadim,2.0
Afghanistan,Balkh,Qazagh,5.0
Afghanistan,Balkh,Qoch Qazal,8.0
Afghanistan,Balkh,Sabzi Karha,15.0
Afghanistan,Balkh,Saika,2.0
Afghanistan,Balkh,Salarzai,0.0
Afghanistan,Balkh,Samar Qandian,3.0
Afghanistan,Balkh,Samarqanjan,6.0
Afghanistan,Balkh,Sarmang,1.0
Afghanistan,Balkh,Sayed Abad,3.0
Afghanistan,Balkh,Seh Joy,1.0
Afghanistan,Balkh,Shahab,1.0
Afghanistan,Balkh,Shahab Arabi,5.0
Afghanistan,Balkh,Shahrak-E-Kampirak,1.0
Afghanistan,Balkh,Shahrak-E-Turkmania,1.0
Afghanistan,Balkh,Shaikhah,19.0
Afghanistan,Balkh,Sharak Turkmania,1.0
Afghanistan,Balkh,Shash Paikal,1.0
Afghanistan,Balkh,She Joy,5.0
Afghanistan,Balkh,Sholgara,3.0
Afghanistan,Balkh,Sholgara District,60.0
Afghanistan,Balkh,Shor Bolaq,3.0
Afghanistan,Balkh,Shor Tepa,2.0
Afghanistan,Balkh,Shor Tepa District,20.0
Afghanistan,Balkh,Siagard,0.0
Afghanistan,Balkh,Siah Aab,1.0
Afghanistan,Balkh,Siyah Aw,11.0
Afghanistan,Balkh,Sorkh Gonbad,0.0
Afghanistan,Balkh,Sulaiman Khel,7.0
Afghanistan,Balkh,Suryan,11.0
Afghanistan,Balkh,Tajkirgan,4.0
Afghanistan,Balkh,Taymorak,2.0
Afghanistan,Balkh,Temorak,19.0
Afghanistan,Balkh,Timor Sarai,10.0
Afghanistan,Balkh,Timorak,16.0
Afghanistan,Balkh,Timurak,1.0
Afghanistan,Balkh,Toqi,1.0
Afghanistan,Balkh,Unknown,48.0
Afghanistan,Balkh,Urozgani,2.0
Afghanistan,Balkh,Yakhdan,10.0
Afghanistan,Balkh,Yangi Qala,9.0
Afghanistan,Balkh,Yolboldi,7.0
Afghanistan,Balkh,Zari District,68.0
Afghanistan,Balkh,Zekzayak,2.0
Afghanistan,Bamyan,Bamyan,17.0
Afghanistan,Bamyan,Bamyan District,1.0
Afghanistan,Bamyan,Band-E Amir,0.0
Afghanistan,Bamyan,Dara Shikari,4.0
Afghanistan,Bamyan,Do Abi,11.0
Afghanistan,Bamyan,Foladi,1.0
Afghanistan,Bamyan,Ghandak,0.0
Afghanistan,Bamyan,Ghoramch,0.0
Afghanistan,Bamyan,Kahmard District,10.0
Afghanistan,Bamyan,Kajran District,1.0
Afghanistan,Bamyan,Panjab District,0.0
Afghanistan,Bamyan,Sangpar,8.0
Afghanistan,Bamyan,Sargalay,2.0
Afghanistan,Bamyan,Shibar,0.0
Afghanistan,Bamyan,Shibar District,8.0
Afghanistan,Bamyan,Shikari,5.0
Afghanistan,Bamyan,Unknown,0.0
Afghanistan,Bamyan,Yakawlang,150.0
Afghanistan,Bamyan,Yakawlang District,3.0
Afghanistan,Daykundi,Ashtrak,7.0
Afghanistan,Daykundi,Band-E Zeyarat,7.0
Afghanistan,Daykundi,Bazar Moshtarak,16.0
Afghanistan,Daykundi,Dasht-E-Sulaiman,14.0
Afghanistan,Daykundi,Duazada Imam,14.0
Afghanistan,Daykundi,Gizab,1.0
Afghanistan,Daykundi,Gizab District,0.0
Afghanistan,Daykundi,Kajran District,83.0
Afghanistan,Daykundi,Kandu,7.0
Afghanistan,Daykundi,Karizak,6.0
Afghanistan,Daykundi,Kirjan,0.0
Afghanistan,Daykundi,Kohi Sey Sang,9.0
Afghanistan,Daykundi,Kundo,3.0
Afghanistan,Daykundi,Majra,3.0
Afghanistan,Daykundi,Munara,10.0
Afghanistan,Daykundi,Nawa Maish,5.0
Afghanistan,Daykundi,Nili,0.0
Afghanistan,Daykundi,Padahgak,2.0
Afghanistan,Daykundi,Padgak,4.0
Afghanistan,Daykundi,Sadmani,4.0
Afghanistan,Daykundi,Sang-E Haidar Biag,4.0
Afghanistan,Daykundi,Sarma Sang,5.0
Afghanistan,Daykundi,Selmanji,3.0
Afghanistan,Daykundi,Siah Sang,17.0
Afghanistan,Daykundi,Sof,6.0
Afghanistan,Daykundi,Tangasuf,14.0
Afghanistan,Daykundi,Tangha Souf,8.0
Afghanistan,Daykundi,Tangi Kajran,0.0
Afghanistan,Daykundi,Unknown,24.0
Afghanistan,Daykundi,Zardgulan,2.0
Afghanistan,Daykundi,Zargim,3.0
Afghanistan,Farah,Aab-I-Khorma,38.0
Afghanistan,Farah,Ab Khorma,41.0
Afghanistan,Farah,Ab Khurma,8.0
Afghanistan,Farah,Aliabad,0.0
Afghanistan,Farah,Alyasabad,6.0
Afghanistan,Farah,Anar Dara,22.0
Afghanistan,Farah,Anar Dara District,68.0
Afghanistan,Farah,Bagh Kafi,0.0
Afghanistan,Farah,Bakhsh Abad,3.0
Afghanistan,Farah,Bakwa,9.0
