country_txt,provstate,city,gname,nkill
Afghanistan,Paktika Province,Barmal District,Taliban,80.0
Afghanistan,Panjsher,Bazarak,Taliban,7.0
Afghanistan,Panjsher,Dalan Sang,Taliban,13.0
Afghanistan,Panjsher,Darband,Taliban,0.0
Afghanistan,Panjsher,Qalah-E Tari,Taliban,0.0
Afghanistan,Panjsher,Unknown,Taliban,0.0
Afghanistan,Parwan,Abdi Bai,Taliban,5.0
Afghanistan,Parwan,Akhtaj,Taliban,2.0
Afghanistan,Parwan,Ancho,Taliban,4.0
Afghanistan,Parwan,Antan-E-Dahan Rang Aab,Taliban,11.0
Afghanistan,Parwan,Azghar,Taliban,2.0
Afghanistan,Parwan,Bagram,Hizb-I-Islami,0.0
Afghanistan,Parwan,Bagram,Khorasan Chapter Of The Islamic State,0.0
Afghanistan,Parwan,Bagram,Taliban,53.0
Afghanistan,Parwan,Bagram Air Field,Taliban,32.0
Afghanistan,Parwan,Bagram District,Taliban,13.0
Afghanistan,Parwan,Bariyk Ab,Taliban,4.0
Afghanistan,Parwan,Chaharikar,Taliban,34.0
Afghanistan,Parwan,Charikar,Taliban,30.0
Afghanistan,Parwan,Dara Saidan,Taliban,4.0
Afghanistan,Parwan,Daraz Gird,Taliban,2.0
Afghanistan,Parwan,Darazgird,Taliban,1.0
Afghanistan,Parwan,Fandaqestan,Taliban,4.0
Afghanistan,Parwan,Ghorband District,Taliban,42.0
Afghanistan,Parwan,Hajatgah,Taliban,2.0
Afghanistan,Parwan,Incho,Taliban,2.0
Afghanistan,Parwan,Ishturshahr,Taliban,3.0
Afghanistan,Parwan,Jabal Saraj District,Taliban,0.0
Afghanistan,Parwan,Jabalussaraj,Hizb-I-Islami,1.0
Afghanistan,Parwan,Janikhel,Taliban,4.0
Afghanistan,Parwan,Joy Dukhtar,Taliban,3.0
Afghanistan,Parwan,Juy Dukhtar,Taliban,9.0
Afghanistan,Parwan,Kankuh,Taliban,0.0
Afghanistan,Parwan,Khalazai,Taliban,13.0
Afghanistan,Parwan,Khalazy,Taliban,2.0
Afghanistan,Parwan,Kheshki,Taliban,3.0
Afghanistan,Parwan,Kohi Safi District,Taliban,21.0
Afghanistan,Parwan,Makhigir,Taliban,0.0
Afghanistan,Parwan,Namak Ab,Taliban,2.0
Afghanistan,Parwan,Nasro Qala,Taliban,2.0
Afghanistan,Parwan,Pada Khwab,Taliban,1.0
Afghanistan,Parwan,Pakistanak,Taliban,0.0
Afghanistan,Parwan,Panj Qala,Hizb-I-Islami,1.0
Afghanistan,Parwan,Pol-E Matak,Taliban,1.0
Afghanistan,Parwan,Pul-E-Ashaba,Taliban,1.0
Afghanistan,Parwan,Qala Baland,Taliban,1.0
Afghanistan,Parwan,Qala Sehra,Taliban,3.0
Afghanistan,Parwan,Qalandar Khel,Taliban,20.0
Afghanistan,Parwan,Qaqchah,Taliban,1.0
Afghanistan,Parwan,Qomchaq,Taliban,1.0
Afghanistan,Parwan,Robat,Taliban,2.0
Afghanistan,Parwan,Saiad,Taliban,10.0
Afghanistan,Parwan,Salang District,Taliban,3.0
Afghanistan,Parwan,Sar Dara Ashtar Shehr,Taliban,0.0
Afghanistan,Parwan,Sarjoy Dokhtar,Taliban,7.0
Afghanistan,Parwan,Sayad,Taliban,1.0
Afghanistan,Parwan,Sayadan,Taliban,7.0
Afghanistan,Parwan,Seghan,Taliban,0.0
Afghanistan,Parwan,Seya Gerd,Taliban,2.0
Afghanistan,Parwan,Shahkoh,Taliban,8.0
Afghanistan,Parwan,Shekh Ali,Taliban,0.0
Afghanistan,Parwan,Shekh Ali District,Taliban,1.0
Afghanistan,Parwan,Shinwari,Taliban,4.0
Afghanistan,Parwan,Shinwari District,Taliban,9.0
Afghanistan,Parwan,Shinzai,Taliban,3.0
Afghanistan,Parwan,Sia Gerd,Taliban,1.0
Afghanistan,Parwan,Sia Gird,Taliban,8.0
Afghanistan,Parwan,Siagerd District,Taliban,2.0
Afghanistan,Parwan,Siah Gerd,Taliban,3.0
Afghanistan,Parwan,Siah Gerd District,Taliban,2.0
Afghanistan,Parwan,Siahgard District,Taliban,2.0
Afghanistan,Parwan,Surkhi Parsa District,Taliban,0.0
Afghanistan,Parwan,Tang-I-Lali,Taliban,0.0
Afghanistan,Parwan,Tokhchi,Taliban,0.0
Afghanistan,Parwan,Unknown,Taliban,11.0
Afghanistan,Samangan,Abyak,Taliban,20.0
Afghanistan,Samangan,Aybak,Taliban,55.0
Afghanistan,Samangan,Aybak District,Taliban,7.0
Afghanistan,Samangan,Baba Qanbar,Taliban,1.0
Afghanistan,Samangan,Balghi,Taliban,12.0
Afghanistan,Samangan,Baluch,Taliban,2.0
Afghanistan,Samangan,Bek Mohammad Qadoq,Taliban,0.0
Afghanistan,Samangan,Chahar Awlia,Taliban,0.0
Afghanistan,Samangan,Chaharmaghzak,Taliban,5.0
Afghanistan,Samangan,Chapchal,Taliban,0.0
Afghanistan,Samangan,Chichal Kutal,Taliban,0.0
Afghanistan,Samangan,Chojman,Taliban,0.0
Afghanistan,Samangan,Daikundi,Taliban,1.0
Afghanistan,Samangan,Dara-E-Kalan,Taliban,2.0
Afghanistan,Samangan,Dara-I-Suf District,Taliban,0.0
Afghanistan,Samangan,Dara-I-Sufi Bala District,Taliban,53.0
Afghanistan,Samangan,Dara-I-Sufi Payin District,Taliban,124.0
Afghanistan,Samangan,Darkha,Taliban,1.0
Afghanistan,Samangan,Daykundi,Taliban,8.0
Afghanistan,Samangan,Fawaid-I-Aama,Taliban,0.0
Afghanistan,Samangan,Gola,Taliban,1.0
Afghanistan,Samangan,Hazrati Sultan District,Taliban,2.0
Afghanistan,Samangan,Hotaki,Taliban,0.0
Afghanistan,Samangan,Kamarband,Taliban,9.0
Afghanistan,Samangan,Khosh Dara,Taliban,6.0
Afghanistan,Samangan,Khuram Wa Sarbagh District,Taliban,3.0
Afghanistan,Samangan,Khush Dara,Taliban,0.0
Afghanistan,Samangan,Khushk Dara,Taliban,0.0
Afghanistan,Samangan,Khwaja Qashqar,Taliban,1.0
Afghanistan,Samangan,Kotal Chichal,Taliban,2.0
Afghanistan,Samangan,Orlamish,Taliban,0.0
Afghanistan,Samangan,Pushqul,Taliban,3.0
Afghanistan,Samangan,Pusqul,Taliban,7.0
Afghanistan,Samangan,Qadam Ali,Taliban,0.0
Afghanistan,Samangan,Rabatak,Taliban,0.0
Afghanistan,Samangan,Roi,Taliban,3.0
Afghanistan,Samangan,Roye,Taliban,2.0
Afghanistan,Samangan,Ruyi Du Ab District,Taliban,15.0
Afghanistan,Samangan,Surkh Qala,Taliban,9.0
Afghanistan,Samangan,Taqci,Taliban,2.0
Afghanistan,Samangan,Unknown,Taliban,0.0
Afghanistan,Samangan,Uzbekparida,Taliban,4.0
Afghanistan,Samangan,Zerki,Taliban,21.0
Afghanistan,Samangan,Ziraki,Taliban,17.0
Afghanistan,Sari Pul,Aab Kalan,Taliban,6.0
Afghanistan,Sari Pul,Aab-E-Kalan,Taliban,7.0
Afghanistan,Sari Pul,Adrang,Taliban,3.0
Afghanistan,Sari Pul,Ahu,Taliban,0.0
Afghanistan,Sari Pul,Ajrin,Khorasan Chapter Of The Islamic State,23.0
Afghanistan,Sari Pul,Angashkah,Taliban,5.0
Afghanistan,Sari Pul,Angot,Taliban,10.0
Afghanistan,Sari Pul,Aqlani,Taliban,7.0
Afghanistan,Sari Pul,Aqso,Taliban,11.0
Afghanistan,Sari Pul,Aqsvi,Taliban,1.0
Afghanistan,Sari Pul,Aqtash,Taliban,3.0
Afghanistan,Sari Pul,Archto,Taliban,0.0
Afghanistan,Sari Pul,Asadabad,Taliban,4.0
Afghanistan,Sari Pul,Awqaf,Taliban,2.0
Afghanistan,Sari Pul,Awraq,Taliban,2.0
Afghanistan,Sari Pul,Awzan Saqal,Taliban,2.0
Afghanistan,Sari Pul,Baghawa,Taliban,4.0
Afghanistan,Sari Pul,Baghawi,Taliban,6.0
Afghanistan,Sari Pul,Balghali,Taliban,48.0
Afghanistan,Sari Pul,Bidastan,Taliban,1.0
Afghanistan,Sari Pul,Boghavi,Taliban,4.0
Afghanistan,Sari Pul,Boghawee,Taliban,0.0
Afghanistan,Sari Pul,Chahar Rak,Taliban,3.0
Afghanistan,Sari Pul,Daraband,Taliban,5.0
Afghanistan,Sari Pul,Deh Marda,Taliban,1.0
Afghanistan,Sari Pul,Dehmurda,Taliban,0.0
Afghanistan,Sari Pul,Duaba,Taliban,17.0
Afghanistan,Sari Pul,Egizak,Taliban,0.0
Afghanistan,Sari Pul,Faiz Abad,Taliban,0.0
Afghanistan,Sari Pul,Gaju,Taliban,3.0
Afghanistan,Sari Pul,Gosfandi,Taliban,3.0
Afghanistan,Sari Pul,Gosfandi District,Taliban,11.0
Afghanistan,Sari Pul,Gozare,Taliban,0.0
Afghanistan,Sari Pul,Gul Tepa,Taliban,0.0
Afghanistan,Sari Pul,Gurg Ab,Taliban,15.0
Afghanistan,Sari Pul,Kachan,Taliban,0.0
Afghanistan,Sari Pul,Kanjak,Taliban,1.0
Afghanistan,Sari Pul,Kekar Dakjar District,Taliban,0.0
Afghanistan,Sari Pul,Khamarabad,Taliban,3.0
Afghanistan,Sari Pul,Khanaqa-E-Maliki,Taliban,1.0
Afghanistan,Sari Pul,Khandan,Taliban,3.0
Afghanistan,Sari Pul,Khider,Taliban,0.0
Afghanistan,Sari Pul,Khumrabad,Taliban,0.0
Afghanistan,Sari Pul,Khwaja Sorkh,Taliban,1.0
Afghanistan,Sari Pul,Khwaja-E-Sorkh,Taliban,2.0
Afghanistan,Sari Pul,Kohistanat District,Taliban,36.0
Afghanistan,Sari Pul,Korak,Taliban,1.0
Afghanistan,Sari Pul,Korak Mughul,Taliban,1.0
Afghanistan,Sari Pul,Korak-E-Moghul,Taliban,6.0
Afghanistan,Sari Pul,Kork Ozbakia,Taliban,1.0
Afghanistan,Sari Pul,Laghman,Taliban,1.0
Afghanistan,Sari Pul,Langar,Taliban,7.0
Afghanistan,Sari Pul,Latai,Taliban,1.0
Afghanistan,Sari Pul,Masjid Sabz,Taliban,2.0
Afghanistan,Sari Pul,Masjid-E Sabz,Taliban,12.0
Afghanistan,Sari Pul,Mirza Awlang,Taliban,0.0
Afghanistan,Sari Pul,Mirza Wulang,Khorasan Chapter Of The Islamic State,0.0
Afghanistan,Sari Pul,Mirza Wulang,Taliban,81.0
Afghanistan,Sari Pul,Mughul,Taliban,2.0
Afghanistan,Sari Pul,Nadir Abad,Taliban,30.0
Afghanistan,Sari Pul,Pahlwan Tashi,Taliban,3.0
Afghanistan,Sari Pul,Palakhman,Taliban,6.0
Afghanistan,Sari Pul,Qaflatan,Taliban,6.0
Afghanistan,Sari Pul,Qalqola,Taliban,1.0
Afghanistan,Sari Pul,Qara Khwal,Khorasan Chapter Of The Islamic State,3.0
Afghanistan,Sari Pul,Qashlaq,Taliban,6.0
Afghanistan,Sari Pul,Qashqari,Taliban,11.0
Afghanistan,Sari Pul,Qosh Tapa,Taliban,1.0
Afghanistan,Sari Pul,Qush Qara,Taliban,27.0
Afghanistan,Sari Pul,Qushtepa,Taliban,7.0
Afghanistan,Sari Pul,Sangcharak District,Taliban,135.0
Afghanistan,Sari Pul,Saray Khwaja,Taliban,3.0
Afghanistan,Sari Pul,Sari Pul,Khorasan Chapter Of The Islamic State,1.0
Afghanistan,Sari Pul,Sari Pul,Taliban,216.0
Afghanistan,Sari Pul,Sari Pul District,Taliban,10.0
Afghanistan,Sari Pul,Sayyad,Taliban,0.0
Afghanistan,Sari Pul,Sayyad District,Khorasan Chapter Of The Islamic State,0.0
Afghanistan,Sari Pul,Sayyad District,Taliban,72.0
Afghanistan,Sari Pul,Shah Tut,Taliban,0.0
Afghanistan,Sari Pul,Sozma Qala,Taliban,3.0
Afghanistan,Sari Pul,Sozma Qala District,Taliban,26.0
Afghanistan,Sari Pul,Syedabad,Taliban,11.0
Afghanistan,Sari Pul,Tagab-E-Takht,Taliban,1.0
Afghanistan,Sari Pul,Tagha-I-Khawja,Taliban,7.0
Afghanistan,Sari Pul,Taghai Khwaja,Taliban,1.0
Afghanistan,Sari Pul,Taghaye Khwaja,Taliban,0.0
Afghanistan,Sari Pul,Takatu,Taliban,2.0
Afghanistan,Sari Pul,Takhta,Taliban,13.0
Afghanistan,Sari Pul,Tale Ashiqan,Taliban,8.0
Afghanistan,Sari Pul,Teber,Taliban,6.0
Afghanistan,Sari Pul,Tewar,Taliban,0.0
Afghanistan,Sari Pul,Toopkhana,Taliban,8.0
Afghanistan,Sari Pul,Top Khana,Taliban,1.0
Afghanistan,Sari Pul,Topkhana,Taliban,3.0
Afghanistan,Sari Pul,Unknown,Taliban,51.0
Afghanistan,Sari Pul,Yumchi,Taliban,1.0
Afghanistan,Takhar,Alamjar,Taliban,2.0
Afghanistan,Takhar,Alqanaq,Taliban,8.0
Afghanistan,Takhar,Aqlimamai,Taliban,3.0
Afghanistan,Takhar,Arab Kakal,Taliban,5.0
Afghanistan,Takhar,Ay Khanom,Taliban,0.0
Afghanistan,Takhar,Aye-Khanum,Taliban,6.0
Afghanistan,Takhar,Bagh-E-Yaran,Taliban,1.0
Afghanistan,Takhar,Baharak,Taliban,1.0
Afghanistan,Takhar,Baharak District,Taliban,37.0
Afghanistan,Takhar,Bandar,Taliban,18.0
Afghanistan,Takhar,Bangi District,Taliban,3.0
Afghanistan,Takhar,Baysh Kapah,Taliban,11.0
Afghanistan,Takhar,Bodala,Taliban,0.0
Afghanistan,Takhar,Chaghat,Taliban,2.0
Afghanistan,Takhar,Chah Aab,Taliban,28.0
Afghanistan,Takhar,Chah Ab District,Hizb-I-Islami,0.0
Afghanistan,Takhar,Chah Ab District,Taliban,9.0
Afghanistan,Takhar,Chaila,Taliban,7.0
Afghanistan,Takhar,Chak Aab,Taliban,1.0
Afghanistan,Takhar,Cham Qurghan,Taliban,6.0
Afghanistan,Takhar,Charsiano,Taliban,20.0
Afghanistan,Takhar,Charsiha,Taliban,9.0
Afghanistan,Takhar,Chaylah,Taliban,19.0
Afghanistan,Takhar,Chin Zai,Taliban,1.0
Afghanistan,Takhar,Chinzai,Taliban,6.0
Afghanistan,Takhar,Chuqlo,Taliban,4.0
Afghanistan,Takhar,Darqad District,Hizb-I-Islami,0.0
Afghanistan,Takhar,Darqad District,Taliban,107.0
Afghanistan,Takhar,Darwaza Kon,Taliban,19.0
Afghanistan,Takhar,Dashti Qala,Taliban,14.0
Afghanistan,Takhar,Dashti Qala District,Jundallah (Pakistan),0.0
Afghanistan,Takhar,Dashti Qala District,Taliban,45.0
Afghanistan,Takhar,Derqad,Taliban,1.0
Afghanistan,Takhar,Doshakh,Taliban,2.0
Afghanistan,Takhar,Ezana,Taliban,1.0
Afghanistan,Takhar,Farkhar,Taliban,12.0
Afghanistan,Takhar,Gortepa,Taliban,20.0
Afghanistan,Takhar,Gurtapa,Taliban,1.0
Afghanistan,Takhar,Haji Salam,Taliban,1.0
Afghanistan,Takhar,Halkanok,Taliban,0.0
Afghanistan,Takhar,Hawa Shinasi,Taliban,5.0
Afghanistan,Takhar,Hazar Bagh,Taliban,16.0
Afghanistan,Takhar,Hazar Sumuch District,Taliban,3.0
Afghanistan,Takhar,Hazara Qashlaq,Taliban,6.0
Afghanistan,Takhar,Hazara Qeshlaq,Taliban,14.0
Afghanistan,Takhar,Hazaraha,Taliban,4.0
Afghanistan,Takhar,Ilqetaq,Taliban,0.0
Afghanistan,Takhar,Ishkamish District,Taliban,40.0
Afghanistan,Takhar,Islamabad,Taliban,0.0
Afghanistan,Takhar,Jar-Qishlaq,Taliban,5.0
Afghanistan,Takhar,Jarbashi,Taliban,1.0
Afghanistan,Takhar,Kaldish,Taliban,4.0
Afghanistan,Takhar,Kandahar Qeshlaq,Taliban,8.0
Afghanistan,Takhar,Kandaharian,Taliban,0.0
Afghanistan,Takhar,Kata Qorogh,Taliban,1.0
Afghanistan,Takhar,Kataqaroq,Taliban,2.0
Afghanistan,Takhar,Khodja Baha Ud Din,Taliban,3.0
Afghanistan,Takhar,Khurmabi,Taliban,8.0
Afghanistan,Takhar,Khwaja Baha Wuddin District,Taliban,30.0
Afghanistan,Takhar,Khwaja Bandkasha,Taliban,11.0
Afghanistan,Takhar,Khwaja Ghar,Taliban,30.0
Afghanistan,Takhar,Khwaja Ghar District,Taliban,184.0
Afghanistan,Takhar,Khwaja Kashan,Taliban,18.0
Afghanistan,Takhar,Kohna Kakil,Taliban,5.0
Afghanistan,Takhar,Koka Balq,Taliban,0.0
Afghanistan,Takhar,Kokcha,Taliban,1.0
Afghanistan,Takhar,Kuruk,Taliban,0.0
Afghanistan,Takhar,Lala Gozar,Taliban,24.0
Afghanistan,Takhar,Lala Guzar,Taliban,14.0
Afghanistan,Takhar,Lalah Gozar,Taliban,27.0
Afghanistan,Takhar,Lalah Guzar,Taliban,15.0
Afghanistan,Takhar,Lalaki,Taliban,5.0
Afghanistan,Takhar,Maash Aaba,Taliban,1.0
Afghanistan,Takhar,Masjid-E-Safid,Taliban,41.0
Afghanistan,Takhar,Moghal,Taliban,1.0
Afghanistan,Takhar,Mosazay,Taliban,0.0
Afghanistan,Takhar,Nahr-E-Aab,Taliban,2.0
Afghanistan,Takhar,Namak Ab District,Taliban,16.0
Afghanistan,Takhar,Naw Abad,Taliban,19.0
Afghanistan,Takhar,Nawabad,Taliban,11.0
Afghanistan,Takhar,Norkhel,Taliban,1.0
Afghanistan,Takhar,Nur Khail,Taliban,5.0
Afghanistan,Takhar,Pshtik,Taliban,10.0
Afghanistan,Takhar,Pul-I-Momin,Taliban,3.0
Afghanistan,Takhar,Qabr-E-Zubair,Taliban,1.0
Afghanistan,Takhar,Qabristan,Taliban,3.0
Afghanistan,Takhar,Qara Hindi,Taliban,6.0
Afghanistan,Takhar,Qara Tepa,Taliban,17.0
Afghanistan,Takhar,Qom Qishlaq,Taliban,1.0
Afghanistan,Takhar,Qorogh,Taliban,11.0
Afghanistan,Takhar,Rostaq,Taliban,0.0
Afghanistan,Takhar,Rustaq District,Taliban,26.0
Afghanistan,Takhar,Samti,Taliban,8.0
Afghanistan,Takhar,Saqab,Taliban,8.0
Afghanistan,Takhar,Sayed Ha,Taliban,3.0
Afghanistan,Takhar,Seh Ab,Taliban,0.0
Afghanistan,Takhar,Sharwali,Taliban,1.0
Afghanistan,Takhar,Tahiri,Taliban,13.0
Afghanistan,Takhar,Taloqan,Hizb-I-Islami,0.0
Afghanistan,Takhar,Taloqan,Islamic Movement Of Uzbekistan (Imu),20.0
Afghanistan,Takhar,Taloqan,Taliban,23.0
Afghanistan,Takhar,Taluqan,Taliban,29.0
Afghanistan,Takhar,Tepa,Taliban,19.0
Afghanistan,Takhar,Unknown,Taliban,18.0
Afghanistan,Takhar,Yangi Qala,Taliban,7.0
Afghanistan,Takhar,Yangi Qala District,Taliban,33.0
Afghanistan,Takhar,Yatem Tepa,Taliban,16.0
Afghanistan,Takhar,Zadran,Taliban,11.0
Afghanistan,Takhar,Zard Kamar,Taliban,4.0
Afghanistan,Unknown,Gayan Alwara Mandi,Taliban,1.0
Afghanistan,Unknown,Mehrpol,Jaish Al-Muslimin (Army Of The Muslims),0.0
Afghanistan,Unknown,Qal-Ah-Ye Mirza Jal,Taliban,1.0
Afghanistan,Unknown,Unknown,Afghan Guerrillas,0.0
Afghanistan,Unknown,Unknown,Afghan Mujahideen,0.0
Afghanistan,Unknown,Unknown,Al-Qaida,0.0
Afghanistan,Unknown,Unknown,Insurgents,1.0
Afghanistan,Unknown,Unknown,Ittehad-I-Islami,0.0
Afghanistan,Unknown,Unknown,Khorasan Chapter Of The Islamic State,10.0
Afghanistan,Unknown,Unknown,Mahaz-E-Milli Islami Afghanistan,2.0
Afghanistan,Unknown,Unknown,Nahzat E Eslami,0.0
Afghanistan,Unknown,Unknown,Taliban,37.0
Afghanistan,Uruzgan,Achakzai,Taliban,3.0
Afghanistan,Uruzgan,Akhtar,Taliban,4.0
Afghanistan,Uruzgan,Albakan,Taliban,1.0
Afghanistan,Uruzgan,Bandar-E Zyarat,Taliban,2.0
Afghanistan,Uruzgan,Chapa Khak,Taliban,5.0
Afghanistan,Uruzgan,Chaparhar District,Taliban,1.0
Afghanistan,Uruzgan,Char Chinah,Taliban,10.0
Afghanistan,Uruzgan,Charamgar,Taliban,22.0
Afghanistan,Uruzgan,Charbagh,Taliban,1.0
Afghanistan,Uruzgan,Charchino District,Taliban,3.0
Afghanistan,Uruzgan,Charmestan,Taliban,10.0
Afghanistan,Uruzgan,Chinarak,Taliban,4.0
Afghanistan,Uruzgan,Chinartu,Taliban,3.0
Afghanistan,Uruzgan,Chora,Taliban,13.0
Afghanistan,Uruzgan,Chora District,Taliban,244.0
Afghanistan,Uruzgan,Dara Zin,Taliban,8.0
Afghanistan,Uruzgan,Dara-E Darweshan,Taliban,1.0
Afghanistan,Uruzgan,Dasht Malizai,Taliban,1.0
Afghanistan,Uruzgan,Daylanor,Taliban,2.0
Afghanistan,Uruzgan,Deh Ghani,Taliban,1.0
Afghanistan,Uruzgan,Deh Rahwod,Taliban,25.0
Afghanistan,Uruzgan,Deh Rahwod District,Taliban,126.0
Afghanistan,Uruzgan,Dejoz,Taliban,6.0
Afghanistan,Uruzgan,Dihrawud,Taliban,29.0
Afghanistan,Uruzgan,Dihrawud District,Taliban,7.0
Afghanistan,Uruzgan,Dusang,Taliban,3.0
Afghanistan,Uruzgan,Gardan Gaw,Taliban,5.0
Afghanistan,Uruzgan,Gari,Taliban,0.0
Afghanistan,Uruzgan,Garm Ab,Taliban,7.0
Afghanistan,Uruzgan,Garmab,Taliban,1.0
Afghanistan,Uruzgan,Garshinan,Taliban,1.0
Afghanistan,Uruzgan,Gizab,Taliban,3.0
Afghanistan,Uruzgan,Gizab District,Taliban,231.0
Afghanistan,Uruzgan,Hoshi,Taliban,4.0
Afghanistan,Uruzgan,Hussaini,Taliban,20.0
Afghanistan,Uruzgan,Jalezai,Taliban,1.0
Afghanistan,Uruzgan,Kaftar Khana,Taliban,9.0
Afghanistan,Uruzgan,Kakrak,Taliban,3.0
Afghanistan,Uruzgan,Karak,Taliban,7.0
Afghanistan,Uruzgan,Kashi,Taliban,3.0
Afghanistan,Uruzgan,Keshi,Taliban,6.0
Afghanistan,Uruzgan,Khanqah,Taliban,16.0
Afghanistan,Uruzgan,Khanqi,Taliban,3.0
Afghanistan,Uruzgan,Khas Uruzgan,Taliban,29.0
Afghanistan,Uruzgan,Khas Uruzgan District,Taliban,127.0
Afghanistan,Uruzgan,Khorma,Taliban,28.0
Afghanistan,Uruzgan,Khosh Qader,Khorasan Chapter Of The Islamic State,0.0
Afghanistan,Uruzgan,Khosh Qader,Taliban,0.0
Afghanistan,Uruzgan,Khush Qadeer,Taliban,2.0
Afghanistan,Uruzgan,Kohak,Taliban,3.0
Afghanistan,Uruzgan,Kotwal,Taliban,20.0
Afghanistan,Uruzgan,Kundulan,Taliban,20.0
Afghanistan,Uruzgan,Londiana,Taliban,21.0
Afghanistan,Uruzgan,Londyani,Taliban,3.0
Afghanistan,Uruzgan,Lundianay,Taliban,2.0
Afghanistan,Uruzgan,Malkok,Taliban,4.0
Afghanistan,Uruzgan,Mehabad,Taliban,7.0
Afghanistan,Uruzgan,Mian Daw,Taliban,2.0
Afghanistan,Uruzgan,Mir Abad,Taliban,7.0
Afghanistan,Uruzgan,Morchay,Taliban,3.0
Afghanistan,Uruzgan,Naikan,Taliban,1.0
Afghanistan,Uruzgan,Nawa,Taliban,1.0
Afghanistan,Uruzgan,Naychin,Taliban,23.0
Afghanistan,Uruzgan,Oshi,Taliban,9.0
Afghanistan,Uruzgan,Painawa,Taliban,13.0
Afghanistan,Uruzgan,Pato,Taliban,8.0
Afghanistan,Uruzgan,Qala-E Chi,Taliban,22.0
Afghanistan,Uruzgan,Rabatak,Taliban,1.0
Afghanistan,Uruzgan,Regi,Taliban,13.0
Afghanistan,Uruzgan,Sabzak,Taliban,5.0
Afghanistan,Uruzgan,Sachar,Taliban,6.0
Afghanistan,Uruzgan,Safid Khar,Taliban,1.0
Afghanistan,Uruzgan,Sangar,Taliban,12.0
Afghanistan,Uruzgan,Sar Marda,Taliban,0.0
Afghanistan,Uruzgan,Sar Shekhli,Taliban,7.0
Afghanistan,Uruzgan,Sarab,Taliban,12.0
Afghanistan,Uruzgan,Sarabzel,Taliban,3.0
Afghanistan,Uruzgan,Sarsini Kotal,Taliban,2.0
Afghanistan,Uruzgan,Shah Mansour,Taliban,17.0
Afghanistan,Uruzgan,Shah Mashad,Taliban,2.0
Afghanistan,Uruzgan,Shahidi Hasas District,Taliban,0.0
Afghanistan,Uruzgan,Shahidi Hassas District,Taliban,253.0
Afghanistan,Uruzgan,Shahley Nawa,Taliban,6.0
Afghanistan,Uruzgan,Shaplogh,Taliban,1.0
Afghanistan,Uruzgan,Siya Sang,Taliban,29.0
Afghanistan,Uruzgan,Siyachoi,Taliban,13.0
Afghanistan,Uruzgan,Sofia,Taliban,3.0
Afghanistan,Uruzgan,Soli,Taliban,2.0
Afghanistan,Uruzgan,Surkhab,Taliban,5.0
Afghanistan,Uruzgan,Tamazan,Taliban,16.0
Afghanistan,Uruzgan,Tamazon,Taliban,2.0
Afghanistan,Uruzgan,Tangay,Taliban,6.0
Afghanistan,Uruzgan,Tangi,Taliban,3.0
Afghanistan,Uruzgan,Tapa-E-Ziarat,Taliban,10.0
Afghanistan,Uruzgan,Tarin Kot,Taliban,413.0
Afghanistan,Uruzgan,Tarin Kot District,Taliban,89.0
Afghanistan,Uruzgan,Tirin Kot District,Taliban,4.0
Afghanistan,Uruzgan,Umar-I Khan,Taliban,2.0
Afghanistan,Uruzgan,Unknown,Taliban,128.0
Afghanistan,Uruzgan,Yak Ling,Taliban,2.0
Afghanistan,Uruzgan,Zar Tali Dashta,Taliban,6.0
Afghanistan,Uruzgan,Zarkani,Taliban,3.0
Afghanistan,Uruzgan,Zartala,Taliban,2.0
Afghanistan,Uruzgan,Zin,Taliban,5.0
Afghanistan,Wardak,Ab Basragh,Taliban,3.0
Afghanistan,Wardak,Abdul Mahayuddinkhel,Taliban,0.0
Afghanistan,Wardak,Abokhak,Taliban,3.0
Afghanistan,Wardak,Ali Ahmad,Taliban,11.0
Afghanistan,Wardak,Ali Shang,Taliban,1.0
Afghanistan,Wardak,Ambokhak,Taliban,0.0
Afghanistan,Wardak,Ambukhar,Taliban,10.0
Afghanistan,Wardak,Awtari,Taliban,0.0
Afghanistan,Wardak,Aziz Kala,Taliban,0.0
Afghanistan,Wardak,Baqirkhel,Taliban,0.0
Afghanistan,Wardak,Bedaka,Taliban,11.0
Afghanistan,Wardak,Behsud District,Taliban,4.0
Afghanistan,Wardak,Bihsud,Alipour Militia,0.0
Afghanistan,Wardak,Chaghra,Taliban,3.0
Afghanistan,Wardak,Chak District,Taliban,1.0
Afghanistan,Wardak,Chaki Wardak,Taliban,2.0
Afghanistan,Wardak,Chaki Wardak District,Taliban,34.0
Afghanistan,Wardak,Dasht-E Top,Taliban,15.0
Afghanistan,Wardak,Dawran Khel,Taliban,3.0
Afghanistan,Wardak,Dawrankhel,Taliban,0.0
Afghanistan,Wardak,Day Mirdad,Taliban,0.0
Afghanistan,Wardak,Day Mirdad District,Taliban,66.0
Afghanistan,Wardak,Deh Afghan,Taliban,4.0
Afghanistan,Wardak,Deh Afghanan,Taliban,31.0
Afghanistan,Wardak,Dorahi Tangi,Taliban,3.0
Afghanistan,Wardak,Folad Khan,Taliban,3.0
Afghanistan,Wardak,Ghani Khail,Taliban,4.0
Afghanistan,Wardak,Had Bakhshi,Taliban,8.0
Afghanistan,Wardak,Haft Asia,Taliban,5.0
Afghanistan,Wardak,Haft Asiab,Taliban,6.0
Afghanistan,Wardak,Haft Asyab,Taliban,1.0
