country_txt,provstate,city,gname,nkill
Afghanistan,Badakhshan,Aab Khor,Taliban,1.0
Afghanistan,Badakhshan,Aab Raghak,Taliban,0.0
Afghanistan,Badakhshan,Abjin,Taliban,1.0
Afghanistan,Badakhshan,Angarian,Taliban,1.0
Afghanistan,Badakhshan,Arghanj Khaw District,Taliban,28.0
Afghanistan,Badakhshan,Argo District,Taliban,7.0
Afghanistan,Badakhshan,Aspakhah,Taliban,5.0
Afghanistan,Badakhshan,Aylaq-E Sangi,Taliban,2.0
Afghanistan,Badakhshan,Bagh-E-Sufi,Taliban,3.0
Afghanistan,Badakhshan,Baharak District,Taliban,36.0
Afghanistan,Badakhshan,Band-E Separ,Taliban,7.0
Afghanistan,Badakhshan,Basand,Taliban,4.0
Afghanistan,Badakhshan,Batash,Taliban,0.0
Afghanistan,Badakhshan,Dara Khostak,Taliban,18.0
Afghanistan,Badakhshan,Dara-E Khistak,Taliban,42.0
Afghanistan,Badakhshan,Darayim District,Taliban,1.0
Afghanistan,Badakhshan,Darkhan,Taliban,13.0
Afghanistan,Badakhshan,Darkhar,Taliban,2.0
Afghanistan,Badakhshan,Darwaz District,Taliban,60.0
Afghanistan,Badakhshan,Darwazbala District,Taliban,38.0
Afghanistan,Badakhshan,Dawing,Taliban,1.0
Afghanistan,Badakhshan,Dawlatabad,Taliban,4.0
Afghanistan,Badakhshan,Deh Bala,Taliban,2.0
Afghanistan,Badakhshan,Deh Naw,Taliban,4.0
Afghanistan,Badakhshan,Depa,Taliban,3.0
Afghanistan,Badakhshan,Faizabad,Khorasan Chapter Of The Islamic State,1.0
Afghanistan,Badakhshan,Faizabad,Taliban,33.0
Afghanistan,Badakhshan,Faizabad District,Taliban,12.0
Afghanistan,Badakhshan,Faqir,Taliban,7.0
Afghanistan,Badakhshan,Farghamir,Taliban,0.0
Afghanistan,Badakhshan,Gardana Ahmad,Taliban,4.0
Afghanistan,Badakhshan,Garjak,Taliban,1.0
Afghanistan,Badakhshan,Ghaib,Taliban,1.0
Afghanistan,Badakhshan,Ghanio,Taliban,10.0
Afghanistan,Badakhshan,Howz,Taliban,0.0
Afghanistan,Badakhshan,Iskan,Taliban,2.0
Afghanistan,Badakhshan,Jaghtu,Taliban,0.0
Afghanistan,Badakhshan,Jurm,Taliban,6.0
Afghanistan,Badakhshan,Jurm District,Taliban,89.0
Afghanistan,Badakhshan,Keshem,Taliban,3.0
Afghanistan,Badakhshan,Keshem District,Taliban,5.0
Afghanistan,Badakhshan,Keshoo,Taliban,3.0
Afghanistan,Badakhshan,Khanabad District,Taliban,1.0
Afghanistan,Badakhshan,Khash District,Taliban,33.0
Afghanistan,Badakhshan,Khastak,Taliban,5.0
Afghanistan,Badakhshan,Khastik Dara,Taliban,8.0
Afghanistan,Badakhshan,Kishim,Taliban,0.0
Afghanistan,Badakhshan,Kohistan District,Taliban,29.0
Afghanistan,Badakhshan,Kunkad,Taliban,4.0
Afghanistan,Badakhshan,Kuran Wa Munjan,Taliban,5.0
Afghanistan,Badakhshan,Kuran Wa Munjan District,Taliban,36.0
Afghanistan,Badakhshan,Lab Dara,Taliban,2.0
Afghanistan,Badakhshan,Miliwai Dara,Taliban,4.0
Afghanistan,Badakhshan,Mughlan,Taliban,4.0
Afghanistan,Badakhshan,Mushatel,Taliban,6.0
Afghanistan,Badakhshan,Nasratabad,Taliban,2.0
Afghanistan,Badakhshan,Olar,Taliban,3.0
Afghanistan,Badakhshan,Petawak,Taliban,0.0
Afghanistan,Badakhshan,Pitawak,Taliban,1.0
Afghanistan,Badakhshan,Pul-E-Khoch,Taliban,3.0
Afghanistan,Badakhshan,Pul-E-Sangani,Taliban,6.0
Afghanistan,Badakhshan,Qalfo,Taliban,0.0
Afghanistan,Badakhshan,Qarat,Taliban,21.0
Afghanistan,Badakhshan,Qarya Mughaib,Taliban,0.0
Afghanistan,Badakhshan,Raghistan District,Taliban,27.0
Afghanistan,Badakhshan,Safid Yalor,Taliban,2.0
Afghanistan,Badakhshan,Sar Jangal,Taliban,6.0
Afghanistan,Badakhshan,Sar-E Tangi,Taliban,2.0
Afghanistan,Badakhshan,Sena,Taliban,0.0
Afghanistan,Badakhshan,Sepak,Taliban,1.0
Afghanistan,Badakhshan,Shafchan Qaryajat,Taliban,0.0
Afghanistan,Badakhshan,Shahada District,Taliban,24.0
Afghanistan,Badakhshan,Shahri Buzurg District,Taliban,7.0
Afghanistan,Badakhshan,Shaiber,Taliban,0.0
Afghanistan,Badakhshan,Shapo,Taliban,2.0
Afghanistan,Badakhshan,Shashpul,Taliban,1.0
Afghanistan,Badakhshan,Sheghnan,Taliban,4.0
Afghanistan,Badakhshan,Sheikh Wali,Taliban,26.0
Afghanistan,Badakhshan,Shewa,Taliban,14.0
Afghanistan,Badakhshan,Shorabak,Taliban,1.0
Afghanistan,Badakhshan,Souch,Taliban,18.0
Afghanistan,Badakhshan,Spin Gul,Taliban,2.0
Afghanistan,Badakhshan,Tagab District,Taliban,54.0
Afghanistan,Badakhshan,Tashkan District,Taliban,30.0
Afghanistan,Badakhshan,Tasira,Taliban,6.0
Afghanistan,Badakhshan,Tergaran,Taliban,21.0
Afghanistan,Badakhshan,Unknown,Jamiat-E Islami-Yi Afghanistan,1.0
Afghanistan,Badakhshan,Unknown,Taliban,57.0
Afghanistan,Badakhshan,Walik,Taliban,8.0
Afghanistan,Badakhshan,Warduj District,Taliban,176.0
Afghanistan,Badakhshan,Yaftal Sufla District,Taliban,32.0
Afghanistan,Badakhshan,Yaftal-E-Payan,Taliban,4.0
Afghanistan,Badakhshan,Yamgan District,Taliban,45.0
Afghanistan,Badakhshan,Yawan District,Taliban,0.0
Afghanistan,Badakhshan,Yomul,Taliban,4.0
Afghanistan,Badakhshan,Zard Khak,Taliban,1.0
Afghanistan,Badakhshan,Zebak,Taliban,8.0
Afghanistan,Badakhshan,Zebak District,Taliban,45.0
Afghanistan,Badakhshan,Zoo,Taliban,2.0
Afghanistan,Badghis,Aab Kamra,Taliban,4.0
Afghanistan,Badghis,Ab Kamari District,Taliban,102.0
Afghanistan,Badghis,Abtauda,Taliban,17.0
Afghanistan,Badghis,Akazai,Taliban,59.0
Afghanistan,Badghis,Andarai,Taliban,4.0
Afghanistan,Badghis,Assyia,Taliban,12.0
Afghanistan,Badghis,Asyab,Taliban,3.0
Afghanistan,Badghis,Azar,Taliban,10.0
Afghanistan,Badghis,Baghak,Taliban,3.0
Afghanistan,Badghis,Baghbanan,Taliban,11.0
Afghanistan,Badghis,Baghbanha,Taliban,2.0
Afghanistan,Badghis,Bai,Taliban,0.0
Afghanistan,Badghis,Bakhshabad,Taliban,5.0
Afghanistan,Badghis,Bala Morghab,Taliban,11.0
Afghanistan,Badghis,Bala Morghab District,Taliban,6.0
Afghanistan,Badghis,Bala Murghab,Muslim Extremists,24.0
Afghanistan,Badghis,Bala Murghab,Taliban,10.0
Afghanistan,Badghis,Band Sharan,Taliban,1.0
Afghanistan,Badghis,Band-I-Sharm,Taliban,2.0
Afghanistan,Badghis,Barghakzada,Taliban,2.0
Afghanistan,Badghis,Bozbayha,Taliban,2.0
Afghanistan,Badghis,Chahlgazi,Taliban,11.0
Afghanistan,Badghis,Chaproudha,Taliban,4.0
Afghanistan,Badghis,Chehel-Gazi,Taliban,4.0
Afghanistan,Badghis,Chehelgazi,Taliban,1.0
Afghanistan,Badghis,Cheshma Duzdak,Taliban,15.0
Afghanistan,Badghis,Cheshma-I-Sherin,Taliban,4.0
Afghanistan,Badghis,Chihilgazi,Taliban,2.0
Afghanistan,Badghis,Darae Bum,Taliban,17.0
Afghanistan,Badghis,Darra-E Taimani,Taliban,1.0
Afghanistan,Badghis,Darwesh Mohammad Yan,Taliban,1.0
Afghanistan,Badghis,Darwish Muhammadi,Taliban,3.0
Afghanistan,Badghis,Dozdak,Taliban,1.0
Afghanistan,Badghis,Firoozah,Taliban,1.0
Afghanistan,Badghis,Gandab,Taliban,7.0
Afghanistan,Badghis,Gandah Ab,Taliban,2.0
Afghanistan,Badghis,Gaz Qol,Taliban,3.0
Afghanistan,Badghis,Ghanda Ab,Taliban,1.0
Afghanistan,Badghis,Gharchaghai,Taliban,37.0
Afghanistan,Badghis,Gharqach,Taliban,4.0
Afghanistan,Badghis,Gulchin,Taliban,4.0
Afghanistan,Badghis,Haft Shahid,Taliban,12.0
Afghanistan,Badghis,Jafari,Taliban,6.0
Afghanistan,Badghis,Jawand District,Taliban,62.0
Afghanistan,Badghis,Joi Ganj,Taliban,4.0
Afghanistan,Badghis,Joi Khawja,Taliban,0.0
Afghanistan,Badghis,Kabulcha,Taliban,3.0
Afghanistan,Badghis,Kamengi Oliya,Taliban,1.0
Afghanistan,Badghis,Kashka,Taliban,3.0
Afghanistan,Badghis,Khair Khana,Taliban,23.0
Afghanistan,Badghis,Khalifa Ayaz,Taliban,6.0
Afghanistan,Badghis,Kharah-E Asyab,Taliban,15.0
Afghanistan,Badghis,Kharistan,Taliban,7.0
Afghanistan,Badghis,Kokchayal,Taliban,0.0
Afghanistan,Badghis,Kotal Sabz,Taliban,13.0
Afghanistan,Badghis,Kotal Sangi,Taliban,7.0
Afghanistan,Badghis,Kotal Siah,Taliban,5.0
Afghanistan,Badghis,Kotal-E-Sangi,Taliban,1.0
Afghanistan,Badghis,Lakhshak-E-Qarchaghi,Taliban,2.0
Afghanistan,Badghis,Laman,Taliban,77.0
Afghanistan,Badghis,Langar,Taliban,30.0
Afghanistan,Badghis,Ludina,Insurgents,1.0
Afghanistan,Badghis,Ludina,Taliban,30.0
Afghanistan,Badghis,Maida Qul,Taliban,36.0
Afghanistan,Badghis,Malmanji,Taliban,8.0
Afghanistan,Badghis,Marchak,Taliban,58.0
Afghanistan,Badghis,Mel-E Monje,Taliban,6.0
Afghanistan,Badghis,Miranzai,Taliban,8.0
Afghanistan,Badghis,Mirza Ali,Taliban,2.0
Afghanistan,Badghis,Morghab District,Taliban,219.0
Afghanistan,Badghis,Mubarak Shah,Taliban,5.0
Afghanistan,Badghis,Muqur,Taliban,1.0
Afghanistan,Badghis,Muqur District,Taliban,50.0
Afghanistan,Badghis,Murghab,Taliban,1.0
Afghanistan,Badghis,Murghab District,Taliban,23.0
Afghanistan,Badghis,Naw Abad,Taliban,2.0
Afghanistan,Badghis,Olang,Taliban,1.0
Afghanistan,Badghis,Panirak,Taliban,1.0
Afghanistan,Badghis,Pir Ghaibi,Taliban,7.0
Afghanistan,Badghis,Poshta-E-Anttan,Taliban,4.0
Afghanistan,Badghis,Puli Khumri,Taliban,0.0
Afghanistan,Badghis,Qades,Taliban,2.0
Afghanistan,Badghis,Qades District,Taliban,5.0
Afghanistan,Badghis,Qadis,Taliban,3.0
Afghanistan,Badghis,Qadis District,Taliban,164.0
Afghanistan,Badghis,Qala-I-Naw,Taliban,71.0
Afghanistan,Badghis,Qala-I-Naw District,Taliban,1.0
Afghanistan,Badghis,Qaraghal,Taliban,12.0
Afghanistan,Badghis,Qaraghel,Taliban,4.0
Afghanistan,Badghis,Qarchaghay,Taliban,2.0
Afghanistan,Badghis,Qarchaghi,Taliban,7.0
Afghanistan,Badghis,Qarjaghai,Taliban,29.0
Afghanistan,Badghis,Qarqaj,Taliban,6.0
Afghanistan,Badghis,Rabat,Taliban,2.0
Afghanistan,Badghis,Rouji-Ha,Taliban,1.0
Afghanistan,Badghis,Samad Doz,Taliban,2.0
Afghanistan,Badghis,Sang Atesh,Taliban,25.0
Afghanistan,Badghis,Sanjidak,Taliban,2.0
Afghanistan,Badghis,Sanjitak,Taliban,1.0
Afghanistan,Badghis,Sina Ordo,Taliban,0.0
Afghanistan,Badghis,Snjidak,Taliban,1.0
Afghanistan,Badghis,Tagab Rabat,Taliban,0.0
Afghanistan,Badghis,Tagab-E-Ismail,Taliban,1.0
Afghanistan,Badghis,Tagob-Esmail,Taliban,1.0
Afghanistan,Badghis,Tangi Qarchaghi,Taliban,3.0
Afghanistan,Badghis,Tas Bulaq,Taliban,18.0
Afghanistan,Badghis,Tegab Esmail,Taliban,2.0
Afghanistan,Badghis,Unknown,Gunmen,2.0
Afghanistan,Badghis,Unknown,Taliban,107.0
Afghanistan,Badghis,Zad Ghaibi,Taliban,5.0
Afghanistan,Baghlan,Afghan Tepa,Taliban,4.0
Afghanistan,Baghlan,Ahmadzai,Taliban,0.0
Afghanistan,Baghlan,Alawudin-Mangal,Taliban,4.0
Afghanistan,Baghlan,Amer Sher Ali,Taliban,0.0
Afghanistan,Baghlan,Baba Ghalib,Taliban,3.0
Afghanistan,Baghlan,Baba Nazar,Taliban,1.0
Afghanistan,Baghlan,Bagal Mast,Taliban,0.0
Afghanistan,Baghlan,Bagh-E Shamal,Taliban,26.0
Afghanistan,Baghlan,Baghlan,Taliban,28.0
Afghanistan,Baghlan,Baghlan District,Taliban,0.0
Afghanistan,Baghlan,Baghlani Jadid District,Hizb-I-Islami,0.0
Afghanistan,Baghlan,Baghlani Jadid District,Taliban,265.0
Afghanistan,Baghlan,Bala Dowri,Taliban,1.0
Afghanistan,Baghlan,Bala Duri,Taliban,2.0
Afghanistan,Baghlan,Baladori,Taliban,4.0
Afghanistan,Baghlan,Bash Allah Dad,Taliban,4.0
Afghanistan,Baghlan,Borka,Taliban,3.0
Afghanistan,Baghlan,Burka District,Taliban,152.0
Afghanistan,Baghlan,Chahar Shanbeh Tepa,Taliban,47.0
Afghanistan,Baghlan,Charkhab,Taliban,10.0
Afghanistan,Baghlan,Chashma Sher,Taliban,105.0
Afghanistan,Baghlan,Chashma-E-Sher,Taliban,4.0
Afghanistan,Baghlan,Chashma-E-Shir,Taliban,15.0
Afghanistan,Baghlan,Chehel Kapa,Taliban,1.0
Afghanistan,Baghlan,Cheshmeh-Ye Shir,Taliban,10.0
Afghanistan,Baghlan,Dahan-E Kuru,Taliban,4.0
Afghanistan,Baghlan,Dahan-E-Larkhabi,Taliban,5.0
Afghanistan,Baghlan,Dahana-I-Ghuri,Taliban,19.0
Afghanistan,Baghlan,Dahana-I-Ghuri District,Taliban,48.0
Afghanistan,Baghlan,Dand Shahabuddin,Taliban,7.0
Afghanistan,Baghlan,Dand-E-Ghori,Taliban,12.0
Afghanistan,Baghlan,Dara-E-Walian,Taliban,0.0
Afghanistan,Baghlan,Dasht-E Kelagai,Taliban,2.0
Afghanistan,Baghlan,Dashtak,Taliban,3.0
Afghanistan,Baghlan,Deh Sala District,Taliban,2.0
Afghanistan,Baghlan,Dushi District,Taliban,16.0
Afghanistan,Baghlan,Fabrika-E Qand,Taliban,3.0
Afghanistan,Baghlan,Falol,Taliban,12.0
Afghanistan,Baghlan,Falul,Taliban,4.0
Afghanistan,Baghlan,Fazo Dara,Taliban,3.0
Afghanistan,Baghlan,Gadanha,Taliban,10.0
Afghanistan,Baghlan,Gholan Boy,Taliban,5.0
Afghanistan,Baghlan,Ghorbandi,Taliban,0.0
Afghanistan,Baghlan,Ghulam Bai,Taliban,9.0
Afghanistan,Baghlan,Gorgorak,Taliban,1.0
Afghanistan,Baghlan,Guzargahi Nur District,Taliban,19.0
Afghanistan,Baghlan,Hadbakhshi,Taliban,7.0
Afghanistan,Baghlan,Hafiz Bachah,Taliban,2.0
Afghanistan,Baghlan,Hajda Kotal,Taliban,2.0
Afghanistan,Baghlan,Hasan Tal,Taliban,10.0
Afghanistan,Baghlan,Hasantal,Taliban,5.0
Afghanistan,Baghlan,Hawly,Taliban,1.0
Afghanistan,Baghlan,Hussainkhel,Taliban,10.0
Afghanistan,Baghlan,Jangal Bagh,Taliban,3.0
Afghanistan,Baghlan,Jangale Bagh,Taliban,0.0
Afghanistan,Baghlan,Jar Khoshk,Taliban,9.0
Afghanistan,Baghlan,Joy Naw,Taliban,2.0
Afghanistan,Baghlan,Jungle Bagh,Taliban,0.0
Afghanistan,Baghlan,Karo,Taliban,4.0
Afghanistan,Baghlan,Kelagay,Taliban,0.0
Afghanistan,Baghlan,Khalozai,Taliban,2.0
Afghanistan,Baghlan,Khawja Alwan,Taliban,9.0
Afghanistan,Baghlan,Khenjan,Taliban,0.0
Afghanistan,Baghlan,Khosh Dara,Taliban,1.0
Afghanistan,Baghlan,Khoshkak,Taliban,2.0
Afghanistan,Baghlan,Khost Wa Firing District,Taliban,4.0
Afghanistan,Baghlan,Khowaja Alwan,Taliban,1.0
Afghanistan,Baghlan,Khwaja Alwan,Taliban,6.0
Afghanistan,Baghlan,Khwaja Alwan Dashta,Taliban,13.0
Afghanistan,Baghlan,Khwaja Hijran District,Taliban,4.0
Afghanistan,Baghlan,Khwaja Khan,Taliban,0.0
Afghanistan,Baghlan,Khwaja Zaid,Taliban,2.0
Afghanistan,Baghlan,Kilagai,Taliban,2.0
Afghanistan,Baghlan,Kilagi,Taliban,2.0
Afghanistan,Baghlan,Kiligai,Taliban,7.0
Afghanistan,Baghlan,Kog Chinar,Taliban,5.0
Afghanistan,Baghlan,Kotal-E-Hafiz,Taliban,2.0
Afghanistan,Baghlan,Kotal-E-Murgh,Taliban,3.0
Afghanistan,Baghlan,Kuk Chinar,Taliban,4.0
Afghanistan,Baghlan,Logari,Taliban,0.0
Afghanistan,Baghlan,Mangal,Taliban,10.0
Afghanistan,Baghlan,Masjid Qadim,Taliban,1.0
Afghanistan,Baghlan,Moghol,Taliban,1.0
Afghanistan,Baghlan,Nahrin,Taliban,4.0
Afghanistan,Baghlan,Nahrin District,Taliban,67.0
Afghanistan,Baghlan,Nawrozak,Taliban,9.0
Afghanistan,Baghlan,Niazullah,Taliban,2.0
Afghanistan,Baghlan,Panj Shiri,Taliban,1.0
Afghanistan,Baghlan,Pul-E-Hashim Khan,Taliban,2.0
Afghanistan,Baghlan,Puli Khumri,Taliban,180.0
Afghanistan,Baghlan,Puli Khumri District,Taliban,32.0
Afghanistan,Baghlan,Qaracha,Taliban,5.0
Afghanistan,Baghlan,Qarghan,Taliban,6.0
Afghanistan,Baghlan,Qaysar Khel,Taliban,26.0
Afghanistan,Baghlan,Salang,Taliban,4.0
Afghanistan,Baghlan,Sang Surakh,Taliban,1.0
Afghanistan,Baghlan,Sangsolakh,Taliban,0.0
Afghanistan,Baghlan,Sayilan,Taliban,0.0
Afghanistan,Baghlan,Shahabuddin,Taliban,35.0
Afghanistan,Baghlan,Shahi Khel,Taliban,2.0
Afghanistan,Baghlan,Shakhri Kokhna,Taliban,5.0
Afghanistan,Baghlan,Shamarq,Taliban,1.0
Afghanistan,Baghlan,Shotor Jangal,Taliban,0.0
Afghanistan,Baghlan,Surkh Kotal,Taliban,18.0
Afghanistan,Baghlan,Tala Bepak,Taliban,0.0
Afghanistan,Baghlan,Tala Wa Barfak District,Khorasan Chapter Of The Islamic State,8.0
Afghanistan,Baghlan,Tala Wa Barfak District,Taliban,19.0
Afghanistan,Baghlan,Tangi Murch,Taliban,2.0
Afghanistan,Baghlan,Tawah Shakh,Taliban,4.0
Afghanistan,Baghlan,Tuli,Taliban,7.0
Afghanistan,Baghlan,Tuly,Taliban,11.0
Afghanistan,Baghlan,Unknown,Hizb-I-Islami,3.0
Afghanistan,Baghlan,Unknown,Taliban,53.0
Afghanistan,Baghlan,Wado,Taliban,4.0
Afghanistan,Baghlan,Wazirabad,Taliban,15.0
Afghanistan,Balkh,Abdul Rahim,Taliban,2.0
Afghanistan,Balkh,Abwataw,Taliban,1.0
Afghanistan,Balkh,Alam Khel,Taliban,2.0
Afghanistan,Balkh,Alam Khil,Taliban,21.0
Afghanistan,Balkh,Alamkhel,Taliban,2.0
Afghanistan,Balkh,Alamkhil,Taliban,4.0
Afghanistan,Balkh,Aliabad,Taliban,4.0
Afghanistan,Balkh,Aq Kakrak,Taliban,0.0
Afghanistan,Balkh,Arabmazari,Taliban,0.0
Afghanistan,Balkh,Ariq Bator,Taliban,5.0
Afghanistan,Balkh,Asia Khan,Taliban,6.0
Afghanistan,Balkh,Asiab Gorg,Taliban,4.0
Afghanistan,Balkh,Baba Yosuf,Taliban,4.0
Afghanistan,Balkh,Bai Temur,Taliban,3.0
Afghanistan,Balkh,Balkh,Taliban,5.0
Afghanistan,Balkh,Balkh District,Khorasan Chapter Of The Islamic State,16.0
Afghanistan,Balkh,Balkh District,Taliban,26.0
Afghanistan,Balkh,Balo,Taliban,0.0
Afghanistan,Balkh,Baloch,Taliban,1.0
Afghanistan,Balkh,Bandi Chep,Taliban,1.0
Afghanistan,Balkh,Bangala,Taliban,3.0
Afghanistan,Balkh,Banguliyah,Taliban,2.0
Afghanistan,Balkh,Baramzid,Taliban,9.0
Afghanistan,Balkh,Barbar Qala,Taliban,12.0
Afghanistan,Balkh,Bargah-E-Turkmentia,Taliban,0.0
Afghanistan,Balkh,Bedo,Taliban,15.0
Afghanistan,Balkh,Bodana Qala,Taliban,10.0
Afghanistan,Balkh,Buzboi,Taliban,18.0
Afghanistan,Balkh,Chahar Bagh Gulshan,Taliban,2.0
Afghanistan,Balkh,Chahar Bolak,Taliban,3.0
Afghanistan,Balkh,Chahar Bolak District,Taliban,89.0
Afghanistan,Balkh,Chahar Kint District,Taliban,3.0
Afghanistan,Balkh,Chahi,Taliban,0.0
Afghanistan,Balkh,Chashma-I-Shafa,Taliban,1.0
Afghanistan,Balkh,Chehla Tao Area,Taliban,4.0
Afghanistan,Balkh,Chemtal,Taliban,0.0
Afghanistan,Balkh,Chimtal District,Taliban,91.0
Afghanistan,Balkh,Chimtal-E-Markazi,Taliban,1.0
Afghanistan,Balkh,Dahshatan,Taliban,0.0
Afghanistan,Balkh,Dalan,Taliban,11.0
Afghanistan,Balkh,Dawlatabad,Taliban,21.0
Afghanistan,Balkh,Dawlatabad District,Taliban,85.0
Afghanistan,Balkh,Dehdadi District,Taliban,10.0
Afghanistan,Balkh,Goldan,Taliban,9.0
Afghanistan,Balkh,Gortipa,Taliban,3.0
Afghanistan,Balkh,Haji Nadir,Taliban,13.0
Afghanistan,Balkh,Harab-E-Mazari,Taliban,8.0
Afghanistan,Balkh,Hayatah,Taliban,6.0
Afghanistan,Balkh,Hayatan,Taliban,4.0
Afghanistan,Balkh,Hazrat Bai,Taliban,13.0
Afghanistan,Balkh,Hewad Palacepush,Taliban,4.0
Afghanistan,Balkh,Jaar Qala,Taliban,1.0
Afghanistan,Balkh,Jar Qala,Taliban,0.0
Afghanistan,Balkh,Jar-E-Khoshk,Taliban,2.0
Afghanistan,Balkh,Jer Qala,Taliban,7.0
Afghanistan,Balkh,Joy Bahs,Taliban,2.0
Afghanistan,Balkh,Kalan Qala,Taliban,6.0
Afghanistan,Balkh,Kaldar,Taliban,2.0
Afghanistan,Balkh,Kaldar District,Taliban,2.0
Afghanistan,Balkh,Kampirak,Taliban,1.0
Afghanistan,Balkh,Kanguri,Taliban,1.0
Afghanistan,Balkh,Kata Khil,Taliban,1.0
Afghanistan,Balkh,Khairabad,Taliban,6.0
Afghanistan,Balkh,Khanabad,Taliban,4.0
Afghanistan,Balkh,Khawaja Etoop,Taliban,2.0
Afghanistan,Balkh,Khili Guli,Taliban,7.0
Afghanistan,Balkh,Khwaja Sikandar,Taliban,4.0
Afghanistan,Balkh,Khwajah Baran,Taliban,2.0
Afghanistan,Balkh,Kishindih District,Hizb-I-Islami,0.0
Afghanistan,Balkh,Kishindih District,Taliban,12.0
Afghanistan,Balkh,Koh-I Kanda,Taliban,4.0
Afghanistan,Balkh,Konjak,Taliban,1.0
Afghanistan,Balkh,Labak,Taliban,10.0
Afghanistan,Balkh,Lalmi,Taliban,3.0
Afghanistan,Balkh,Lashkar Qaq,Taliban,1.0
Afghanistan,Balkh,Machin-E Nigari,Taliban,1.0
Afghanistan,Balkh,Madrasa,Taliban,2.0
Afghanistan,Balkh,Mahdodkhel,Taliban,3.0
Afghanistan,Balkh,Maidan Hawai,Taliban,9.0
Afghanistan,Balkh,Margin Tepa,Taliban,1.0
Afghanistan,Balkh,Marsurakh,Taliban,5.0
Afghanistan,Balkh,Mazari Sharif,Al-Qaida,0.0
Afghanistan,Balkh,Mazari Sharif,Jaish-E-Mohammad (Jem),7.0
Afghanistan,Balkh,Mazari Sharif,Taliban,312.0
Afghanistan,Balkh,Mazari Sharif District,Hizb-I-Islami,0.0
Afghanistan,Balkh,Mazari Sharif District,Taliban,1.0
Afghanistan,Balkh,Mirzai,Taliban,8.0
Afghanistan,Balkh,Nahr Shahi,Taliban,4.0
Afghanistan,Balkh,Nahri Shahi District,Taliban,1.0
Afghanistan,Balkh,Nahri Surkh,Taliban,8.0
Afghanistan,Balkh,Omaki,Taliban,3.0
Afghanistan,Balkh,Palaposh,Taliban,1.0
Afghanistan,Balkh,Parabarat,Taliban,5.0
Afghanistan,Balkh,Pay Mashhad,Taliban,3.0
Afghanistan,Balkh,Pyazkarha,Taliban,10.0
Afghanistan,Balkh,Qadim,Taliban,2.0
Afghanistan,Balkh,Qazagh,Taliban,5.0
Afghanistan,Balkh,Qoch Qazal,Taliban,8.0
Afghanistan,Balkh,Sabzi Karha,Taliban,15.0
Afghanistan,Balkh,Saika,Taliban,2.0
Afghanistan,Balkh,Samar Qandian,Taliban,3.0
Afghanistan,Balkh,Samarqanjan,Taliban,6.0
Afghanistan,Balkh,Sarmang,Taliban,1.0
Afghanistan,Balkh,Sayed Abad,Taliban,3.0
Afghanistan,Balkh,Seh Joy,Taliban,1.0
Afghanistan,Balkh,Shahab,Taliban,1.0
Afghanistan,Balkh,Shahab Arabi,Taliban,5.0
Afghanistan,Balkh,Shahrak-E-Kampirak,Taliban,1.0
Afghanistan,Balkh,Shahrak-E-Turkmania,Taliban,1.0
Afghanistan,Balkh,Shaikhah,Taliban,19.0
Afghanistan,Balkh,Sharak Turkmania,Taliban,1.0
Afghanistan,Balkh,Shash Paikal,Taliban,1.0
Afghanistan,Balkh,She Joy,Taliban,5.0
Afghanistan,Balkh,Sholgara,Taliban,1.0
Afghanistan,Balkh,Sholgara District,Taliban,60.0
Afghanistan,Balkh,Shor Bolaq,Taliban,3.0
Afghanistan,Balkh,Shor Tepa,Taliban,2.0
Afghanistan,Balkh,Shor Tepa District,Taliban,17.0
Afghanistan,Balkh,Siah Aab,Taliban,1.0
Afghanistan,Balkh,Siyah Aw,Taliban,11.0
Afghanistan,Balkh,Sorkh Gonbad,Taliban,0.0
Afghanistan,Balkh,Sulaiman Khel,Taliban,7.0
Afghanistan,Balkh,Suryan,Taliban,11.0
Afghanistan,Balkh,Tajkirgan,Taliban,4.0
Afghanistan,Balkh,Taymorak,Taliban,2.0
Afghanistan,Balkh,Temorak,Taliban,19.0
Afghanistan,Balkh,Timor Sarai,Taliban,10.0
Afghanistan,Balkh,Timorak,Taliban,12.0
Afghanistan,Balkh,Unknown,Taliban,44.0
Afghanistan,Balkh,Urozgani,Taliban,2.0
Afghanistan,Balkh,Yangi Qala,Taliban,9.0
Afghanistan,Balkh,Yolboldi,Taliban,7.0
Afghanistan,Balkh,Zari District,Taliban,65.0
Afghanistan,Bamyan,Bamyan,Taliban,17.0
Afghanistan,Bamyan,Bamyan District,Taliban,1.0
Afghanistan,Bamyan,Dara Shikari,Taliban,4.0
Afghanistan,Bamyan,Do Abi,Taliban,11.0
Afghanistan,Bamyan,Ghandak,Taliban,0.0
Afghanistan,Bamyan,Ghoramch,Taliban,0.0
Afghanistan,Bamyan,Kahmard District,Taliban,10.0
Afghanistan,Bamyan,Sangpar,Taliban,8.0
Afghanistan,Bamyan,Sargalay,Taliban,2.0
Afghanistan,Bamyan,Shibar,Taliban,0.0
Afghanistan,Bamyan,Shibar District,Taliban,8.0
Afghanistan,Bamyan,Unknown,Taliban,0.0
Afghanistan,Bamyan,Yakawlang,Taliban,150.0
Afghanistan,Daykundi,Ashtrak,Taliban,7.0
Afghanistan,Daykundi,Band-E Zeyarat,Taliban,7.0
Afghanistan,Daykundi,Bazar Moshtarak,Taliban,16.0
